name,phone,address,category,city,country,reason,date_found
Mama's Cafe,+44 20 7261 1826,"225 Waterloo Road, London, SE1 8XH",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Portucale,+44 20 3621 0451,"380 Norwood Road, London, SE27 9AA",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Diony & Adam,+44 20 3620 2107,"Friern Barnet Road, London, N11 3DA",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
The Little Wonder,+44 20 8567 0899,"41 Boston Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Griddle Cafe,+44 1895 472307,"50 Station Road, West Drayton, UB7 7DD",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Stage Door Cafe,+44 20 8690 8554,"28 Catford Broadway, London, SE6 4SN",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Big Boys Cafe,+44 20 8578 1873,"329 Greenford Road, Greenford, UB6 8RE",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Chapati & Karak,+44 20 7052 0039,"144 Brompton Road, London, SW3 1HY",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Lupita Coffee House,+44 20 8660 7877,"4 High Street, Purley, CR8 2AA",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Star Express,+44 20 8668 4242,"944 Brighton Road, Purley, CR8 2LP",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Munchy's Cafe,+44 20 8847 2207,London,cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Eshta Dessert Lounge,+44 20 8740 4044,"153 Goldhawk Road, London, W12 8EN",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Bertotti Pure Italian,+44 20 3602 5640,"104 Goldhawk Road, London, W12 8HD",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Mar Mar Cafe,+44 20 8740 9410,"191c Uxbridge Road, London, W12 9RA",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Maison Delice,+44 20 8749 0016,"191b Uxbridge Road, London, W12 9RA",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Cafe Marrone,+44 20 7791 5356,"Watney Street, London, E1 2QD",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
El&a’s Brunch,+44 7309 882220,"75 Garnet Street, London, E1W 3QS",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Cafe Spreads,+44 20 7976 1630,"15A Pall Mall, London, SW1Y 5LU",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Tudor Rose,+44 20 8778 9743,"11 High Street, London, SE20 7TN",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
The Chip Club,+44 20 8546 8717,"58 Villiers Road, Kingston upon Thames, KT1 3BB",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Caffe Grana,+44 20 7233 1201,"London, SW1H 0BB",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Harmony Café,+44 20 8361 5302,"Friern Barnet Road, London, N11 3DA",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
DeLites,+44 20 7790 7100,"81 Watney Street, London, E1 2QE",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Jaffa Bake House,+44 20 7385 1700,"381 - 383 North End Road, London, SW6 1NP",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
London Grind,+44 20 7378 1928,"2 London Bridge, London, SE1 9RA",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Wick Cafe,+44 20 8533 7575,"28 Felstead Street, London, E9 5LT",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Cafe Bonnane,+44 20 7511 3770,"4 Agnes George Walk, London, E16 2FN",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Lo Spuntino,+44 20 7221 0735,"128 Bayswater Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
DeRosier Chocolate and Coffee,+44 20 8947 4456,"380 Garratt Lane, London, SW18 4HP",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
The Cut,+44 7752 747515,"6 Piccadilly Arcade, London, SW1Y 6NH",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Brazil Café,+44 20 4618 3591,"519 Norwood Road, London, SE27 9DL",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Riviera Cafe,+44 20 8259 3594,"328 Norwood Road, London, SE27 9AF",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Sweet Portugal,+44 20 8761 4189,"469 Norwood Road, London, SE27 9DJ",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Italian Taste,+44 20 7998 7822,"48 Surbiton Road, Kingston upon Thames, KT1 2HT",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Abbey Cafe,+44 20 7286 9641,"1c Nugent Terrace, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Cafe Hills,+44 1923 822637,"69 Joel Street, Northwood, HA6 1LW",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Tastes of Portugal,+44 1923 822300,"16 High Street, Northwood, HA6 1BN",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Galaxy Cafe & Restaurant,+44 20 8540 5870,"304 Kingston Road, London, SW20 8LX",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Food for Thought,+44 1981 550180,"High Street, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Double Bubble Cafe,+44 20 8946 8452,"408A Garratt Lane, London, SW18 4HP",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Mayfair Pasta & Sandwich Bar,+44 20 7629 4095,"61 Davies Street, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Cafe Zee,+44 20 8567 4485,"5 New Broadway, London, W5 5AW",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Internet Cafe,+44 20 7354 2324,"207 Blackstock Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Caffe In,+44 20 7493 6400,"3 Shepherd Street, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Home Organic Bakery,+44 7551 097774,"1d Cowslip Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Chez Nous,+44 20 7637 0177,"22 Hanway Street, London, W1T 1UQ",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Tasty Corner,+44 20 7935 2149,"54 Blandford Street, London, W1U 7HZ",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Tasty Inn,+44 20 7224 4069,"34 Paddington Street, London, W1U 4HG",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Airline Cafe and Diner,+44 20 7474 4522,"14 Western Gateway, London, E16 1FD",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Caspian Sandwich Bar,+44 20 8567 9645,"147 Uxbridge Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Noamans Cafe,+44 20 7289 6278,"193 Shirland Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Vale Cafe,+44 20 7286 8861,"342 Harrow Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Lord of Cakes,+44 20 3643 5513,"378 Harrow Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
TIRAFFE,+44 20 3340 6627,"1 Southampton Row, London, WC1B 5HA",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Rosy Lea,+44 20 8542 8340,"78 London Road, Morden, SM4 5AZ",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Patisserie Joie De Vie,+44 20 3441 4720,"96 High Street, Barnet, EN5 5SN",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Georgias Kitchen,+44 20 8977 3586,"52 High Street, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Birleys,+44 207 481 4350,"62-63 Mark Lane, London, EC3R 7NQ",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Delight,+44 20 8127 6766,"337 Ballards Lane, London, N12 8LT",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
La meena cafe,+44 20 7706 4422,"9 Craven Terrace, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Craven Cafe,+44 20 7262 1594,"15 Craven Terrace, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Haminados,+44 20 7229 5204,"78 Chepstow Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
The Coffee Lovers,+44 20 7498 4779,"268 Wandsworth Road, London, SW8 2JR",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
L'Etoile,+44 20 7229 0380,"73 Westbourne Grove, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Byzantium,+44 20 7229 9367,"31 Moscow Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Millennium Cafe,+44 20 8854 3719,"827 Woolwich Road, London, SE7 8LJ",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Yasham Express,+44 20 8840 7092,"3 St John's Parade, London, W13 9LL",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Cheeky Scone,+44 20 4568 3343,"43 Pembridge Road, London, W11 3HG",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Bird & Blend,+44 20 7229 0101,"158 Portobello Road, London, W11 2EB",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
L’Opera,+44 20 7052 9000,"241 Brompton Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Lowry & Baker,+44 20 8960 8534,"339 Portobello Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Bluebelles,+44 20 8968 4572,"320 Portobello Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Cockney's Pie & Mash,+44 20 8960 9409,"314 Portobello Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
L'Étoile de Sous,+44 20 8960 9769,"79 Golborne Road, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Trellick Lounge,+44 20 8969 9525,"11 Golborne Road, London, W10 5NY",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Embassy Cafe,+44 20 7243 1676,"1 Mortimer Square, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Aveda Aveda,+44 7786 424427,"5 Russell Gardens, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
22nd Coffee,+44 20 3990 6642,"38 Royal Crest Avenue, London, E16 2TF",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Station Cafe,+44 20 3302 6731,"23 Staplehurst Road, London, SE13 5ND",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
Blend Juice & Coffee Bar,+44 20 7243 1406,"101b Kensington Church Street, London",cafe,London,GB,No website listed on OpenStreetMap for this cafe - potential web design / marketing lead.,2026-08-27
